1573289159.032890	2.292000	0.316118	0.000000	2.292000
1573289184.257928	0.556000	0.308742	0.040000	0.556000
1573289203.411111	0.676000	0.351462	0.040000	0.676000
1573289243.086000	2.380000	0.444564	0.040000	2.380000
1573289303.867395	3.388000	0.883738	0.040000	3.388000
1573289361.423525	2.552000	0.625169	0.040000	2.552000
1573289463.723350	0.948000	0.344447	0.040000	0.948000
1573289514.765338	1.932000	0.512793	0.040000	1.932000
1573289553.305872	4.352000	0.331956	0.040000	4.352000
1573289616.897132	3.960000	1.028215	0.040000	3.960000
1573289650.696211	4.992000	1.412939	0.040000	4.992000
1573289667.112347	0.608000	0.328370	0.040000	0.608000
1573289707.837162	4.360000	1.136987	0.040000	4.360000
1573289747.724037	0.980000	0.320605	0.040000	0.980000
1573289803.440728	2.648000	0.423780	0.040000	2.648000
1573289842.283404	0.864000	0.332486	0.040000	0.864000
1573289873.213402	2.860000	0.455941	0.040000	2.860000
1573289911.002845	0.620000	0.345081	0.040000	0.620000
1573289933.558798	0.584000	0.323765	0.040000	0.584000
1573289967.844945	0.556000	0.333460	0.040000	0.556000
1573290013.598075	2.256000	0.460964	0.040000	2.256000
1573290053.031715	1.432000	0.552349	0.040000	1.432000
1573290092.686287	3.768000	0.845372	0.040000	3.768000
1573290131.261479	3.836000	0.980018	0.040000	3.836000
1573290177.229290	1.852000	0.391593	0.040000	1.852000
1573290200.498746	2.284000	0.406295	0.040000	2.284000
1573290229.649221	1.168000	0.328072	0.040000	1.168000
1573290255.025710	0.572000	0.341657	0.040000	0.572000
1573290280.352074	0.620000	0.318571	0.040000	0.620000
1573290305.011635	1.716000	0.327218	0.040000	1.716000
1573290325.622599	0.664000	0.328103	0.040000	0.664000
